komentar;kategori;
senang deh lihat kak ricis bisa aku kagum juga sama kak ricis karena walau banyak rintangan atau masalah apapun itu dia tetap sabar dan menghadapinya dengan kecerian semoga kak ricis bisa bahagia selalu dan sukses terus dapat menghibur banyak orang;tidak cyberbullying;
senang kalau lihat kamarnya apalagi tasnya ;tidak cyberbullying;
senang sehat terus ya aa rafathar bersama papa raffi mama gigi dan semoga aa segera punya adik dari perut mama gigi amin ya tuhan ditunggu podcast si aa rafathar wawancara papa raffi tentang masa kecil nya papa raffi pasti seru ;tidak cyberbullying;
senang sekali lihat bang diki ngonten terus;tidak cyberbullying;
senang sekali pastinya mall di buka sampai lupa pin atm;tidak cyberbullying;
senantiasa sehat selalu pak;tidak cyberbullying;
senyum manis;tidak cyberbullying;
senyum yang cantik;tidak cyberbullying;
seorang pemimpin panutan dipuji tidak terbang dikritik bahkan sampai dicela tidak terpuruk sehingga tetap fokus pada pekerjaannya yang mengabdi pada masyarakat seberat apapun rintangannya sukses dan sehat selalu pak ;tidak cyberbullying;
sepatu mba nana selalu keren ;tidak cyberbullying;
sepatu mba nana yang selalu jadi pusat perhatian;tidak cyberbullying;
sepatu mbak najwa keren;tidak cyberbullying;
sepatu nya beli dimana kak najwashihab;tidak cyberbullying;
sepatu nya keren habis;tidak cyberbullying;
sepatu nya mantap;tidak cyberbullying;
sepatu nya mau dong;tidak cyberbullying;
sepatumu baru terus ya mbak nana;tidak cyberbullying;
sepatunya terlihat bagus saat digunakan mba nana;tidak cyberbullying;
sepatunya terlihat bagus saat digunakan mba nana;tidak cyberbullying;
seperti ada manis manisnya;tidak cyberbullying;
seperti lagu anak tk;tidak cyberbullying;
seperti nya ini youtuber yang paling banyak pembenci nya;tidak cyberbullying;
sepertinya itu produk gagal deh;tidak cyberbullying;
sepertinya seru jadi ingin ketemu tim ricis;tidak cyberbullying;
sepertinya seru nih kalau rafathar yang bawain podcast seperti ini ;tidak cyberbullying;
sepi ga ada kak luna;tidak cyberbullying;
sepupu boleh nikah;tidak cyberbullying;
sepupu boleh nikah kak ricis cocok deh sama aa sepupu nya;tidak cyberbullying;
sepupu boleh nikah kok kak ricis;tidak cyberbullying;
sepupu boleh nikah tapi sepupu dari ibu terus dia harus di atas kita misalnya sepupu dari anak kakak nya ibu;tidak cyberbullying;
sepupu itu bisa kak ricis soalnya di kampung aku banyak yang nikah sama sepupu sendiri dan itu sepupunya kedua orang tua mereka kakak adik jadi sepupu itu bisa nikah kok;tidak cyberbullying;
sepupu masih boleh nikah kak kan beda orang tua;tidak cyberbullying;
sepupu saudara boleh nikah asalkan bukan saudara kandung;tidak cyberbullying;
seram;tidak cyberbullying;
seram;tidak cyberbullying;
serangan apaan;tidak cyberbullying;
serangan ular kadut;tidak cyberbullying;
serasa kesedot seluruh dosa umat manusia;tidak cyberbullying;
serasa lagi naik odong;tidak cyberbullying;
serasa main facebook tahun ;tidak cyberbullying;
sering mbak gigi kolaborasi sama mak beti soalnya lucu percakapan aa rafathar sama mak beti ;tidak cyberbullying;
sering podcast aa;tidak cyberbullying;
sering posting seru sekali lihat kak kimi main banyak belajar dari kak kimi;tidak cyberbullying;
sering ya si aa bikin podcast seru banget ;tidak cyberbullying;
serius kak selama libur dan di rumah aja aku lupa cara nulis dan sekarang tulisan aku jadi jelek sekali;tidak cyberbullying;
seru;tidak cyberbullying;
seru ini;tidak cyberbullying;
seru nih;tidak cyberbullying;
seru parah sih sering sering bikin konten rame rame gini dah ngakak tolong;tidak cyberbullying;
seru sekali lihat video umi apa lagi bang aryesh minta pentol;tidak cyberbullying;
seru sekali lihatnya;tidak cyberbullying;
sesederhana itu kalian bahagia ya sehat sehat biar bisa belanja lagi;tidak cyberbullying;
sesekali eksperimen rans cari orang yang benar membutuhkan pasti jos ;tidak cyberbullying;
sesuai tema nih kerja kerja kerja;tidak cyberbullying;
sesuatu yang aku lupa karena libur panjang ini adalah bahasa arab aku lupa dong padahal itu bahasa sehari hari aku di pondok;tidak cyberbullying;
setahu aku samyang itu merek nama perusahaannya deh kalau nama mienya sendiri buldak bokkeumyeon entahlah kalau salah maafkan ya;tidak cyberbullying;
setahu aku tidak boleh kak karena bisa jadi keturunan dari kalian nanti bisa cacat sebagainya aku sih tidak tahu itu benar apa tidak dengar kata orang sih tidak boleh kita kan boleh percaya boleh juga tidak;tidak cyberbullying;
setelah dukung jokowi periode saya akan dukung prabowo di   sehat selalu ya pak;tidak cyberbullying;
setelah karantina beberapa bulan akhirnya jelajah mall juga tapi ricis cuma yang bisa ngerasain sedangkan aku tidak;tidak cyberbullying;
setelah melihat ini saya langsung keluar rumah dan mengajak berantem siapapun yang lewat;tidak cyberbullying;
setelah nonton vlog ini pasti banyak yang komentar dari pada uangnya dipakai untuk belanja hura mending buat bantu tenang itu sudah dilakukan dan biar jadi urusan saya sendiri beri kami waktu untuk memanjakan diri sendiri;tidak cyberbullying;
setelah saya baca semua komentar dibawah syukur lah bahwa selera musik negeri tercinta ini ternyata tidak menurun;tidak cyberbullying;
setengah juta komentar mantap;tidak cyberbullying;
setengah juta lebih yang komentar auto trending nih;tidak cyberbullying;
setia penonton kak cantik kimi hime semoga channelnya makin gede lagi ternyata susah juga jadi youtuber gaming tapi tidak menyerah deh salam dari lampung kak kimi;tidak cyberbullying;
setiap katanya menyejukan sekali;tidak cyberbullying;
setiap kejadian ada hikmahnya yah pak anies kita jadi tahu bapak sangat mempedulikan mengutamakan kepentingan warga dki jakarta mantap deh pak jempol buat bapak ;tidak cyberbullying;
setidaknya dia makan nya sudah tidak dilepeh lagi makasih sudah mau berubah meskipun sedikit tidak apa apa kekeyi;tidak cyberbullying;
setuju banget;tidak cyberbullying;
setuju kok nikah sama aa spiral;tidak cyberbullying;
setuju nikah sama aa spiral aja kak ricis;tidak cyberbullying;
setuju sekali dah kalau ricis jadi sama sepupunya toh sudah tahu baik buruknya masing masing juga kan;tidak cyberbullying;
setuju sekali jika aa nikah ama ricis setuju setuju setuju setuju setuju setuju setuju setuju setuju setuju;tidak cyberbullying;
setuju sekali kalau bapak anis jadi presiden saya dukung pak merdeka;tidak cyberbullying;
setuju sekali kalau kak ricis nikah sama sepupu nya;tidak cyberbullying;
setuju sekali kalau kak ricis sama si aa;tidak cyberbullying;
setuju tidak kalau kekeyi jadi pemeran utama di drakor;tidak cyberbullying;
si aa kalau sama yang dia idolain pasti mau satu frame atau podcast dia ketawa saya ikut ketawa;tidak cyberbullying;
si abas kok jalannya kayak orang kena ambeien ya;tidak cyberbullying;
si cantik semangat dan selalu sehat ya mbak ;tidak cyberbullying;
siap bapak kami akan selalu mematuhi protokol kesehatan agar sehat selalu dan bisa terus ikut dalam perjuangan bapak salam indonesia raya;tidak cyberbullying;
siap dilaksanakan jendral semoga bapak prabowo sehat dan selalu dalam lindungan allah swt amin;tidak cyberbullying;
siap dukung bapak jadi presiden ;tidak cyberbullying;
siap jendral;tidak cyberbullying;
siap jendral makin muda;tidak cyberbullying;
siap jendral salam indonesia raya;tidak cyberbullying;
siap kak ricis aku sayang kakak;tidak cyberbullying;
siap komandan prabowo;tidak cyberbullying;
siap pak jaga kesehatan juga komandan;tidak cyberbullying;
siap pak presiden;tidak cyberbullying;
siap pak semoga negeri ini semakin baik kedepannya;tidak cyberbullying;
siapa bilang kalau kamu boneka bambang;tidak cyberbullying;
siapa juga yang bilang kau boneka;tidak cyberbullying;
siapa naruh bawang disini;tidak cyberbullying;
siapa pun presidennya saua tetap dukung bapak;tidak cyberbullying;
siapa suruh kasih dia panggung mau ngomong jujur takut disangka lagichujat;tidak cyberbullying;
siapa ya key yang bilang kamu boneka;tidak cyberbullying;
siapa yang cuma lihat komentar;tidak cyberbullying;
siapa yang dengar kekeyi bilang aku mirip kuyang;tidak cyberbullying;
siapa yang ingin jadi rafathar;tidak cyberbullying;
siapa yang masih terngiang ngiang di telinga;tidak cyberbullying;
siapa yang nonton harus pelajari lebih lanjut jujur;tidak cyberbullying;
siapa yang nonton video ini nonton baca komentar;tidak cyberbullying;
siapa yang setuju video ini di trending kan kalau setuju suka kalau yang tidak setuju komentar;tidak cyberbullying;
siap nonton mbak nana sehat sehat selalu ya mbak nana;tidak cyberbullying;
sirik tanda tak mampu berkarya makin dihujat makin mengalir rejeki kekeyi;tidak cyberbullying;
siwon kalah pamor sama mak beti di depan rafathar ;tidak cyberbullying;
skincare di penjara memang boleh;tidak cyberbullying;
solusi gemuk ya makan pentol;tidak cyberbullying;
sombong amat dah;tidak cyberbullying;
sombong kak kekeyi;tidak cyberbullying;
sore pak ya benar pak mamanya saya sudah umur terus janda lagi kok tidak dapat bantuan kartu lansia;tidak cyberbullying;
spesial juta subscriber selanjutnya mukbang sampah biar trending;tidak cyberbullying;
spiral sama ricis cocok itu nanti nikah ya spiral sama ricis amin;tidak cyberbullying;
suara air terkadang bernilai lebih daripada semua kata kata penyair;tidak cyberbullying;
suara apa itu angin kipas angin angin berisik;tidak cyberbullying;
suara blebeb blebep apaan si lagi berenang;tidak cyberbullying;
suara grebek grebek apa ganggu;tidak cyberbullying;
suara kresek kreseknya lebih merdu daripada orang yang ngomong di videonya;tidak cyberbullying;
suara lakiknya mana sayang;tidak cyberbullying;
suara nya ;tidak cyberbullying;
suara nya berpadu dengan suara knalpot pesawat tempur;tidak cyberbullying;
suara nya kayak om gw;tidak cyberbullying;
suara ricis sudah berubah banget sekarang;tidak cyberbullying;
suaranya bagus kak;tidak cyberbullying;
suaranya berisik kayak ada angin ribut angin saja ngerusuh waktu dia ngomong;tidak cyberbullying;
suaranya merdu banget sahabat;tidak cyberbullying;
suaranya saja sudah ganteng pak;tidak cyberbullying;
suaranya sebetulnya fals karena kebantu irama lagu makannya lumayan;tidak cyberbullying;
suaranya sedikit cempreng di menit   ;tidak cyberbullying;
suaranya yang lantang dan gagah saja sudah yakin bahwa bapak bisa jadi pemimpin;tidak cyberbullying;
subhanallah beruntung jakarta punya pemimpin seperti ini;tidak cyberbullying;
sudah aku hitung selama menit jumlah suara kipas anginnya ada hembusan;tidak cyberbullying;
sudah bebas;tidak cyberbullying;
sudah bebas manusia ini;tidak cyberbullying;
sudah berapa kali diulang seru sekali tidak abis vlog kali ini pas sekali untuk mood kali ini benar benar lg sedih nangis karena ada masalah tapi waktu nontn vlog ini bikin kembali senang lagi sehat terus kak ricis dan tim sukses selalu memberi hal positif sekali suka;tidak cyberbullying;
sudah berbulan bisa bahasa korea tapi setelah dengar kekeyi ngomong bahasa korea aku ngerasa ilmu aku tentang bahasa korea masih rendah sekali;tidak cyberbullying;
sudah cantik pintar bahasa korea putih pintar akting siapa lagi kalau bukan da kyung;tidak cyberbullying;
sudah cantik pintar dan multitalenta siapa lagi kalau buka maudy;tidak cyberbullying;
sudah cantik pintar pula;tidak cyberbullying;
sudah cantik pintar tidak sombong tidak salah gue ngefans sma chef renata;tidak cyberbullying;
sudah cerdas baik ganteng tidak malu maluin deh semoga pak anies bisa mimpin nkri;tidak cyberbullying;
sudah dapat saja yang ini;tidak cyberbullying;
sudah ganti pamper ya;tidak cyberbullying;
sudah imut bonusnya cantik ditambah cerdas;tidak cyberbullying;
sudah imut bonusnya cantik ditambah cerdas;tidak cyberbullying;
sudah jangan dibully;tidak cyberbullying;
sudah justru itu orang dinasnya sama rt minta kk sama ktp sama nomor rekening listrik;tidak cyberbullying;
sudah kangen lama tidak melihat kimi;tidak cyberbullying;
sudah kayak ratu aja;tidak cyberbullying;
sudah kayak rekaman di gunung fuji kenceng sekali anginnya;tidak cyberbullying;
sudah keluar dari penjara;tidak cyberbullying;
sudah keluar lu ya;tidak cyberbullying;
sudah keluar penjara;tidak cyberbullying;
sudah lama banget saya tidak nonton rans entertaiment ini ;tidak cyberbullying;
sudah lama di rumah saja selama bulan sampai lupa nomor absen sendiri di sekolah berapa;tidak cyberbullying;
sudah lama tidak dengar pembukaan kak ricis jadi kangen deh;tidak cyberbullying;
sudah lebih baik jadi diri kamu sendiri memang ga bisa apa jadi biasa aneh sekali lihatnya;tidak cyberbullying;
sudah mirip malaikat cantik nya kelewatan;tidak cyberbullying;
sudah pintar banget jadi host ;tidak cyberbullying;
sudah pintar keren pula mbak nana ini;tidak cyberbullying;
sudah punya anak berapa sih mbak;tidak cyberbullying;
sudah sangar di hujat lagi;tidak cyberbullying;
sudah satu jam penontonnya disana;tidak cyberbullying;
sudah sehat mba;tidak cyberbullying;
sudah tambah panjang rambut nya kak ;tidak cyberbullying;
sudah tidak trending;tidak cyberbullying;
sudah tidak trending lagi;tidak cyberbullying;
sudah tidak trending lagi nih sahabat;tidak cyberbullying;
sudah tua masih saja gagah dan wibawa;tidak cyberbullying;
sudah tua tapi lagunya anak anak;tidak cyberbullying;
sudah tua tidak ingat umur kamu kekeyi;tidak cyberbullying;
sudahkah kita merdeka  ;tidak cyberbullying;
sudahlah bapak aja yang jadi presiden ;tidak cyberbullying;
suka banget sama sepatunya;tidak cyberbullying;
suka dulu nanti juga terbiasa hehehhe;tidak cyberbullying;
suka gaya nya kak nana ;tidak cyberbullying;
suka nonton rafathar podcast lucu;tidak cyberbullying;
suka sama rok nya mbak nana ;tidak cyberbullying;
suka sekali aku dengan gayanya mbak najwa ;tidak cyberbullying;
suka sekali bagian terakhir bikin tumpah banyak;tidak cyberbullying;
suka sekali sama kontennya ricis yang belanja bareng tim sahabat ada aja yang bikin ngakak;tidak cyberbullying;
suka sepatunya;tidak cyberbullying;
sukse selalu kekeyi;tidak cyberbullying;
sukses buat adik adik selamat ya;tidak cyberbullying;
sukses buat kak lucintaluna;tidak cyberbullying;
sukses dan sehat selalu buat rans;tidak cyberbullying;
sukses kak kimi;tidak cyberbullying;
sukses mba;tidak cyberbullying;
sukses mbak nana;tidak cyberbullying;
sukses mbak nana acaranya ;tidak cyberbullying;
sukses mbak nana salam dari pecinta sepatu sneaker;tidak cyberbullying;
sukses pak gubernur;tidak cyberbullying;
sukses pak presiden ups ;tidak cyberbullying;
sukses selalu buat kekeyi endorse makin banyak;tidak cyberbullying;
sukses selalu buat keluarga kak raffi dan kak gigi dan buat anak tercinta rafathar;tidak cyberbullying;
sukses selalu buat keluarga panjang umur yang kuat buat kontenya jangan lupa besyukur sukses selalu;tidak cyberbullying;
sukses selalu buat mba kimi hime;tidak cyberbullying;
sukses selalu kak selalu dukung;tidak cyberbullying;
sukses selalu ka;tidak cyberbullying;
sukses selalu kak kekeyi selalu dukung kakak;tidak cyberbullying;
sukses selalu kak najwa shihab saya ngefans banget sama kakak orangnya berani cerdas dan beretika;tidak cyberbullying;
sukses selalu pak prabowo;tidak cyberbullying;
sukses selalu rans amin ya allah;tidak cyberbullying;
sukses selalu rans entertainment mari mampir di channel aku ada video video viral seru loh;tidak cyberbullying;
sukses selalu ricis dan tim;tidak cyberbullying;
sukses selalu untuk kalian amin ;tidak cyberbullying;
sukses selalu untuk rans entertaiment;tidak cyberbullying;
sukses terus buat ;tidak cyberbullying;
sukses terus mba kekeyi ya;tidak cyberbullying;
sukses terus rans entertainment;tidak cyberbullying;
sukses terus ratu;tidak cyberbullying;
sukses terus ya kak prili;tidak cyberbullying;
sukses trus kluarga rans semoga berkah dan selalu dilindungi sama allah swt amin ;tidak cyberbullying;
sukses ya mba rahmawatikekeyiputricantikka ;tidak cyberbullying;
sultan andara mudahan nih saya dapat rezeki dari si cepat di tunggu ;tidak cyberbullying;
sumpah aku kesini cuma mau baca komentar;tidak cyberbullying;
sumpah aku nangis;tidak cyberbullying;
sumpah ambil tissue nya mubadzir sampai tissue buat ngelap muka kan cukup key percuma dong ambil banyak kalau tissue itu berakhir di tong sampah;tidak cyberbullying;
sumpah baru kali ini sedang belanja ke mall rusuh ampun dah;tidak cyberbullying;
sumpah dari sekian video dia yang aku tonton baru ini aku komentar key sudah berapa lama di dunia per youtube an angin nya itu loh key gelisah aku nonton nya;tidak cyberbullying;
